Name of Clinic,Address,Email,Phone,Services
The Foot and Ankle Clinic Podiatry Chadstone,"i, 79 Chadstone Road, Malvern East VIC 3145",chadstone@thefootandankleclinic.com.au,1800 366 837,"March 6, 2024 Bracenfix™ - Ingrown Toenail Treatment Bracenfix™ - Non-Surgical Ingrown Toenail Treatment Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Charlestown,"i, 190 Pacific Highway, Charlestown NSW 2290",charlestown@myfootdr.com.au,1800 366 837,"March 6, 2024 Bracenfix™ - Ingrown Toenail Treatment Bracenfix™ - Non-Surgical Ingrown Toenail Treatment Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more »"
My FootDr Charlestown,"i, 190 Pacific Highway, Charlestown NSW 2290",charlestown@myfootdr.com.au,1800 366 837,"March 6, 2024 Bracenfix™ - Ingrown Toenail Treatment Bracenfix™ - Non-Surgical Ingrown Toenail Treatment Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more »"
My FootDr Christies Beach,"i, 141 Beach Rd, Christies Beach SA 5165",christies.beach@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Christies Beach,"i, 141 Beach Rd, Christies Beach SA 5165",christies.beach@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Cleveland,"Suite 5 & 6, Trinity Chambers, Cnr Waterloo & Middle Streets, Cleveland QLD 4163",cleveland@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Cleveland,"Suite 5 & 6, Trinity Chambers, Cnr Waterloo & Middle Streets, Cleveland QLD 4163",cleveland@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
Back In Motion Podiatry Como,"i, Unit 3 / 460 Canning Highway, Como WA 6152",como@backinmotion.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more »"
Back In Motion Podiatry Como,"i, Unit 3 / 460 Canning Highway, Como WA 6152",como@backinmotion.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more »"
NQ Foot & Ankle Centre Cowboys Centre of Excellence,"North Queensland Cowboys Centre of Excellence, 26 Graham Murray Place, Railway Estate QLD 4810",kirwan@nqfootandankle.com.au,1800 366 837,"November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more »"
NQ Foot & Ankle Centre Cowboys Centre of Excellence,"North Queensland Cowboys Centre of Excellence, 26 Graham Murray Place, Railway Estate QLD 4810",kirwan@nqfootandankle.com.au,1800 366 837,"November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more »"
My FootDr Cranbourne,"i, 26 William St, Cranbourne VIC 3977",cranbourne@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more »"
My FootDr Cranbourne,"i, 26 William St, Cranbourne VIC 3977",cranbourne@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more »"
My FootDr Currambine,"i, Suite 12/13 Hobsons Gate, Currambine WA 6028",currambine@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Currambine,"i, Suite 12/13 Hobsons Gate, Currambine WA 6028",currambine@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Devonport,"i, 26 William St, Devonport TAS 7310",devonport@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Devonport,"i, 26 William St, Devonport TAS 7310",devonport@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Dubbo,"Shop 18, Orana Mall Shopping Centre, 56 Windsor Parade, Dubbo NSW 2830",dubbo@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
